comentario_esp,mp_tag,calidad,facilidad,materia,calif_Obtenida,fecha
Es un amor de persona las clases son súper interesantes que hasta la persona que menos le interese la materia terminará amando la clase no es nada difícil obtener 10 y te motivará a participar aunque no te guste Repetiría mil veces su clase,BUENO,10.0,10.0,Cultura y Comunicación,10.0,27/Ago/2021
si tienes la oportunidad TÓMALA Sus clases ufff son lo mejor al igual que ella Los temas son súper interesantes empiezas a formar un pensamiento crítico y tiene muy presente la cuestión de género sin duda la MEJOR MAESTRA QUE HE TENIDO LA AMO D,BUENO,10.0,10.0,CULTURA Y COMUNICACIÓN,10.0,23/Ago/2021
Excelente profesora te hace reflexionar y pensar Cada clase es muy interesante y te deja con muchas enseñanzas D,BUENO,10.0,10.0,Cultura y C.,23.0,20/Ago/2021
Gran profesora curse con ella cuando apenas iba empezando a dar clases en la FI Genera un gran ambiente en el salón que vuelve muy entretenida la clase y siempre con algo más por aprender Todas las actividades que realiza son muy interesantes muy fresca la clase mi pana,BUENO,10.0,10.0,Cultura y comunicación,10.0,20/Sep/2020
"Simplemente la mejor maestra
Temas claros clases interesantes y nunca te aburres Siempre te sientes cómodo de participar y preguntar cualquier cosa",BUENO,10.0,10.0,Cultura y comunicación,10.0,03/Sep/2020
El semestre en línea lo impartió en Zoom y se adaptó muy bien Es una excelente maestra y muy creativa siempre propone cosas nuevas y distintas Su clase es amena divertida y no es difícil sacar 10 pero hay que ser constante,BUENO,10.0,10.0,Cultura y Comunicación,10.0,02/Sep/2020
Es lo que todos esperamos de una clase de humanidades es sencillo sacar una buena calificación eso sí debes ganartela con trabajo continuo Sus clases son excelentes son muy entretenidas y siempre te sientes cómodo de participar,BUENO,10.0,10.0,Cultura y comunicación,10.0,25/Jun/2020
Un curso de DCSyH ideal pues permite salir con buena calificación  y aprenderás mucho sobre tu universidad y el arte Es joven y procura que el ambiente sea muy relajado y libre de preocupaciones por lo que es una buena opción para divertirse Libros exposiciones reportes de act y bitácora final,BUENO,10.0,10.0,Cultura y comunicación,10.0,20/Dic/2019
Trabajas pero vale la pena Es muy buena onda Sus clases son súper amenas No te aburres Es poca pero constante la carga de trabajo No hay exámenes La calificación final es notas de todos los temas vistos reseñas culturales una por mes reseña del palacio de minería y exposición grupal,BUENO,10.0,10.0,Cultura y Comunicación,10.0,24/Jun/2019
Son súper entretenidas las clases ya que hablan de diversos temas y además hay diferentes actividades durante el semestre muy entretenidas Excelente profesora,BUENO,10.0,10.0,Cultura y Comunicacion,10.0,01/Jun/2019
Excelente profesora explica muy bien los temas deja pocos trabajos pero interesantes y nada dificiles está genial la visita al MUNAL y al Palacio de Minería también muy padre el recorrido cultural en CU y un  rally muy buena profesora amable y divertida,BUENO,10.0,10.0,Cultura y Comunicacion,10.0,23/Ene/2018
La mejor opción para Cultura puro trabajo y no son tantos Es un amor,BUENO,10.0,10.0,Cultura y Comunicación,10.0,31/Jul/2017
Es la mejor maestra es joven por lo que te da muchos chances sus clases son interesantes te lleva por una excursión al MUNAL y al Palacio de Minería Te pone a hacer pequeñas expos y una reflexión de lo visto en clase Sacas 10 sin problemas ya que no trabajas mucho Es un amor de persona,BUENO,10.0,10.0,Cultura y Comunicación,10.0,16/Jul/2017
Muy profesional con muchos conocimientos tecnicas y actividades interesantes Se aprende bastante pero tambien hay que tranajar bastante,BUENO,10.0,6.0,Didáctica,9.0,12/Ene/2011
Es buen maestro sus clases son muy interesantesenseña todo muy claro su metodología de ir leyendo y explicando ayuda a comprender más los textos Se avienta comentarios medio locochones pero asi la clase no se hace aburrida,BUENO,10.0,10.0,Introducción a la Politica de Aristóteles,23.0,16/Mar/2017
"Cuenta con diversos grados académicos en diferentes universidades goza de una amplia experiencia fruto su trabajo y contactos lo cual enriquece enormemente sus clases

Es muy flexible y amable El desarrollo de sus clases es tedioso si no se participa aunque siempre saca alguna broma para recuperar la atención del grupo En mi opinión es de las mejores opciones que se tiene para esta materia él dio clases en maestria y aunque termina explicando otras cosas aprendes y te la pasas bien",BUENO,9.0,10.0,Gestión de Recursos Gubernamentales,9.0,09/Ene/2012
PESIMO PROFESOR MUY DESPOTA,MALO,2.0,2.0,PROYECTOS,1.0,26/Sep/2011
La Facultad de Arquitectura debería ser más estricta con el docente que acepta Personas como este señor no merecen laborar en esta prestigiosa casa de estudios,MALO,2.0,2.0,Taller integral,21.0,14/Feb/2021
la clase es muy confusa muchas veces la clase es contar sus anécdotas de su trabajo la verdad evita a esta profesor,BUENO,7.0,6.0,Química,6.0,06/Jul/2023
Vergüenza de profesor No es la opción para aprender Si quieres barquear adelante pero como no cumple sus criterios de evaluación tu calificación será al azar entre 58 Te ayuda si sacas 5 pero la máxima que pone es 8 No hay forma de pedir retroalimentación porque se desaparece y se hace menso,MALO,3.0,4.0,Laboratorio de química,6.0,25/Feb/2023
El profesor podría considerarse barco al inicio es así pero no hay que confiarse es una persona sentida y algo mamona que le encanta hacerse la víctima los exámenes valen tu calificación  pasa todos o estás en final  no sabe explicar muy bien si ya sabes química es sencillo sino piénsalo,MALO,2.0,6.0,Química,9.0,13/Feb/2023
Es grosero al principio pintaba todo bien después de unas semanas empezó a cambiar y al final de semestre cambio los criterios de evaluación a su antojo  casi todo el grupo pasó con 7 la calificación más alta fue 8 NO USES EL CELULAR EN EL LAB con 3 faltas te reprueba,REGULAR,5.0,6.0,Lab. Sistemas Químicos,7.0,10/Feb/2023
Buen profesor Evalúa de a cuerdo a lo establecido y califica  los trabajos de acuerdo a como debe ser un trabajo universitario no es tan exigente y si entregas todas las prácticas con calificaciones arriba de 7 pasas,BUENO,8.0,6.0,Lab termodinámica,8.0,15/Ene/2023
Al principio muy buena onda y todo se ve de chill pasar pero te vas a ir dando cuenta que califica como el qlo y termina por no respetar sus criterios de calificación Si explica los temas pero no es seguro que le entiendas Solo a 3 reprobó con 5 y la máxima calificación que puso fue 8,REGULAR,5.0,2.0,Laboratorio de química,6.0,05/Ene/2023
se confunde al explicar  no tiene clara ni el mismo su forma de evaluar,REGULAR,5.0,6.0,lab. quimica,8.0,27/Jul/2022
La materia es química de secundaria no mamn El prof se la pasa advirtiéndote sobre la carrera y la chamba y tiene mucha razón Puede ser pesado su lenguaje y no es el gran profesorón la vida no es como tú quieres bienvenidx al mundo,BUENO,8.0,6.0,Química,9.0,26/Ene/2022
EL p01nch3 wey ese se cree la divina comedia andante no enseña un cu1lo00000 y es un N4cc000 de remrdaa se la pasa hablando de sus p1ncghes problemas que no nos importan un caraj 0o dise muchas groserias como si estuviera en su p1nch 3 casa lo recomiendo altamente si te quier4es suicidar este año,BUENO,10.0,10.0,qUiícm9oica,21.0,03/Nov/2021
El profe es chido como persona pero enseñando no tanto al final del curso no respeto los criterios de evaluación que el mismo dio sus exámenes no estan tan dificiles pero quiere  explicacion minuciosa de cada paso mientras que el se confunde mucho explicando Si puedes evitarlo mejor,MALO,3.0,4.0,Quimica teorica,8.0,26/Feb/2021
siempre te resuelve dudas muy alegre no es difícil pasar,BUENO,9.0,10.0,lab química,9.0,12/Feb/2021
Es muy buen profesor a la hora de aclarar dudas  trata de hacer muchas reposiciones  pero eso sí no abarca todo el temario  muy buen profesor ayuda a no abandonar la carrera,BUENO,9.0,10.0,Química,6.0,25/Sep/2020
"Para el caso del laboratorio es una buena persona ya que aparte de explicarte y ayudarte a llevar a cabo la practica te platica un poco de las aplicaciones de la química ya en la industria
Si se lleva bien con el grupo es un amor es medio barrio por que a aveces se le salen groserias JAJA",BUENO,10.0,8.0,Laboratorio Quimica,9.0,09/Sep/2020
De lo peor que tiene para ofrecer la facultad peca de favoritista no sabe resolver los problemas y habla de su vida más que de la clase y los peor es que lo ponen en grupos de primer semestre en los cuales no te puedes cambiar por un profesor de verdad Pésimo,MALO,3.0,6.0,Quimica,8.0,09/Ago/2019
Nada recomendable su clase esta mal estructurada y los ejercicios los resuelve de manera muy confusa Los exámenes son muchas veces mas difíciles que los ejercicios  en clase Es muy temperamental Algunas clases las toma para hablar de su vida solamente,MALO,2.0,2.0,Quimica,9.0,25/Jul/2018
muy buen profesor y gran ser humano muy profesional sus clases son divertidas y claras con ejemplos a doc para entender el tema tratado lo recomiendo ampliamente,BUENO,10.0,10.0,lab termodinamica,9.0,20/Jul/2018
Un profesor que habla de su vida en la mayoría de las clases No cumple el temario en su totalidad Te explica más de forma matemática que de química Es divertido como persona No lo agarres de malas porque te hará la vida difícil Fácil e indisciplinado,REGULAR,5.0,6.0,Química,8.0,14/Dic/2017
No sabe nada de la clase un profesor demasiado malo pasa al que le cae bien no termina el temario si tienen la oportunidad no metan lo metan creo habla más de su vida que de la clase,MALO,2.0,8.0,Química,8.5,13/Dic/2017
Es un NACO habla de su vida califica como le da la gana estricto en los examenes a la hora de calificar si no le entiende a tu examen te manda a reposicion aunque lo tengas bien una vez mandó examen a casa a las 11 de la noche el sabado y mandarlo antes de las 8 am recomiendo para 2nda inscripc,REGULAR,6.0,6.0,quimica,8.0,24/Mar/2017
Es muy alivianado te da mucha confianza Le interesa que entiendas el tema Se salta temas y es estricto al calificar los exámenes Para recursar esta bien sólo que en sus clases se tornan aburridas aveces por que se sale del tema y cuenta historias y no te saca tarde de clases,BUENO,7.0,6.0,Química,8.0,26/Jul/2016
Siempre habla de sus historias de barrio habla con muchas groserias no da todo los temas al final hace examenes de reposicion para que pases estricto al calificar examenes le interesa que participes al final procura que pasen todos pero tienes que ganarte la calificacion consideren otro profe,REGULAR,6.0,4.0,QUIMICA,8.0,26/Jul/2016
Yo lo recomiendo para recursamiento se salta temas La verdad no te sirven por algo se los salta En sus exámenes hay que poner TODO el desarrollo sino  si baja calificación Sus exámenes ejercicios vistos en clase no son la gran cosa y si participas te ayuda,REGULAR,6.0,6.0,Química,9.0,30/Jun/2016
el mejor maestro,BUENO,10.0,10.0,ingieneria,9.0,26/Feb/2016
Empezó como un maestro buena onda pero en los exámenes se ríe de ti varias clases solo conto sobre su vida que al parecer es muy dura y solo explicaba el lab como 5 minutos antes de finalizar la clase pues como si fuera un alumno de la fi bueno pero no aprueba le pongo 5,REGULAR,4.0,6.0,Quimica,5.0,27/Ene/2016
No enseña el temario se la pasa platicando de su vida Enseña química nivel secundaria las tareas son fáciles pero califica subjetivamente Si quieres barquear metelo y pasa sus examenes que también son fáciles pero tienes que escribir todo el desarrollo hasta qué es un átomo,REGULAR,6.0,10.0,Quimica,9.0,20/Ene/2016
El peor profesor con el que he tenido el disgusto de tomar clase es un intento de comediante no sabe tomar su lugar como maestro se la pasa contando sus tontas anécdotas de vida y se salta la mitad del temario si resuelves un examen con un método distinto y él no lo entiende estás reprobado,REGULAR,4.0,4.0,Química,8.0,07/Dic/2015
Es una de la mejores profesoras de la Facultad 100 recomendable aprenderas mucho sin complicaciones sólo que si hay que trabajar,BUENO,10.0,10.0,Psicología social de la interacción,10.0,03/Dic/2010
es una super pofesora y sus clases son excelentes,BUENO,10.0,8.0,psicologia social de la interaccion,9.0,04/Oct/2010
Los demás comentarios ya dicen todo lo que se tenía que decir Excelente maestra super linda y amable muy clara y aprenderás muchísimo No dudes en cursar cualquier materia estando ella Sus ayudantes también son muy buenos,BUENO,10.0,10.0,IDO,10.0,13/Ago/2023
Nilse es de las mejores maestras que he tenido en la carrera es lindisima y es súper paciente  al explicar las tareas son algo largas pero nada del otro mundo no es barco pero es muy sencillo pasar su ayudante es muy bueno también 100 recomendada,BUENO,10.0,6.0,IDO,9.0,09/Jun/2023
Nilse es de las mejores profesoras que he tenido en la carrera es muy clara explicando y siempre ofrece ayuda sus tareas salen perfectamente con lo visto en clase y sus examenes igual,BUENO,10.0,10.0,IDO,10.0,10/Feb/2023
Excelente profesora Nilse tanto ellá como Jonatan se preocupan mucho porque aprendamos y resuelven las dudas Mi clase favorita del semestre,BUENO,10.0,10.0,IDO,10.0,08/Ene/2023
No sé porqué no tiene 10 es un amor y la más preparada para dar esta clase Sus clases son super amenas y se nota que le gusta mucho lo que hace y eso lo convierte en algo muy bonito 10000000010 sus clases verdaderamente si tienes oportunidad de cursar cualquier materia con ella no lo dudes,BUENO,10.0,10.0,Investigación de Operaciones,10.0,28/Jun/2022
La mejor clase Nilse es super clara al explicar y cualquier duda la responde Tareas un poco largas pero fáciles que se hacen en equipo Tareasexamen parecidas a las tareas pero con preguntas teóricas y prácticas Gaby es buena explicando pero empezaba tarde la clase 100 vale la pena su clase,BUENO,9.0,10.0,Investigación de Operaciones,10.0,26/Jun/2022
Es un gran curso la profesora siempre esta al pendiente de cualquier duda que tengamos y explica muy bien siempre sube las notas y clases eso si organiza bien tu tiempo y no dejes al final hacer los examenes,BUENO,10.0,6.0,IDO,10.0,24/Jun/2022
Ha sido el mejor curso que he tomado en la facultad pese a que me tocó cursar la materia en el semestre del paro la profesora siempre tuvo la mejor disposición para enseñarnos es muy clara en sus clases y siempre pregunta si hay dudas no duden en meter materias con ella vale toda la pena,BUENO,10.0,8.0,IDO,10.0,09/Feb/2022
En pandemia tuve la fortuna de tomar clase con esta maestra Realmente es clara en sus clases y óptima en su manera de evaluar Disfrutas aprendiendo y sientes que no te cuesta pasarla con buena calificación Sus ayudantes son buenas 100 recomendada,BUENO,10.0,8.0,IDO,10.0,28/Ago/2021
Es buena profesora ella da la teoría y ve ejercicios para reforzar la teoría la ayudante Gaby ve muchos ejercicios y el ayudante califca rápido las tareas,BUENO,10.0,8.0,IDO,10.0,21/Ago/2021
Recomiendo totalmente a la profesora explica claramente los temas y da ejemplos siendo semestre en Linea su manera de trabajar es lo ideal graba las clases y subes sus notas excelentes notas cabe aclarar pero si prepárate para trabajar en equipo por sus tareas no te confíes,BUENO,10.0,6.0,IDO,10.0,19/Ago/2021
"De las mejores profesoras que he tenido en la facultad es clara da ayuda y no tiene problema en explicar las cosas 
Es un curso con buen nivel sin duda lo recomendaría",BUENO,10.0,8.0,IDO,10.0,19/Ago/2021
Excelente profesora sin duda una de las mejores que he tenido en toda la facultad Sus clases son muy claras y si llegas a tener dudas te vuelve a explicar sin problemas siempre quiere que todos entiendan los temas a la perfección además de que sus exámenes son muy fáciles,BUENO,10.0,10.0,Investigación de Operaciones,8.5,01/Jul/2020
Es buena explicando aunque en un punto la clase se volvió tediosa por la falta de interés del grupo resuelve tus dudas o se lo pide a Gaby Gaby es buena ayudante pero algunas veces dan los algoritmos distinto y eso llega a confundir Solo 3 exámenes no difíciles pero de mucha talacha,BUENO,9.0,6.0,Teoría de redes,10.0,17/Ene/2020
"Nilse fue mi ayudante en IDO y su compromiso me ayudó mucho a entender la materia Explica muy bien y es muy linda para tratar de explicar las cosas de manera mas fácil  
Ayuda mucho si se lo pides    Creo que como titular es un gran elemento",BUENO,10.0,10.0,IDO,9.0,01/Ene/2020
EL MEJOR PROFESOR DE LA FACULTAD DE DERECHO DE LA UNAM,BUENO,10.0,10.0,DERECHO ADMINISTRATIVO I Y II,10.0,02/Jun/2011
Es de anatomia nuevo recien ingreso a dar catedra y pues no se comenten,REGULAR,6.0,6.0,Anatomia,9.0,01/Mar/2011
Califica tan estricto el aparato crítico que no te deja ni expresar tus propias ideas,REGULAR,5.0,8.0,Análisis de conytuntura,8.0,25/Ago/2017
"Un PROFESOR en todo el sentido de la palabra Comprometido con la dosencia y con los alumnos Siempre prepara las clases y resuelve dudas Tiene espiritu siempre alegre Gran persona dentro y fuera del aula
Ampliamente recomendado D",BUENO,9.0,8.0,Biodiversidad -  CT,10.0,28/Jul/2014
Excelente Maestro Lo recomiendo ampliamente es muy bueno y muy integrativo en sus conocimientos Además es muy didáctico y muy dinámico está bien loco en el buen sentido de la palabra,BUENO,10.0,8.0,Paleobiología,10.0,02/May/2013
EXCELENTE PROFESORA,BUENO,10.0,10.0,ÁLGEBRA LINEAL,9.0,23/Oct/2019
Es excelente dando clase muy fácil de entender da muchos puntos extra sus exámenes y tareas son al nivel es buena onda pero no te debes de confiar por eso,BUENO,10.0,8.0,Álgebra lineal,7.0,18/Oct/2017
La mejor maestra del anexo,BUENO,10.0,8.0,Algebra LIneal,10.0,15/Ago/2017
Muy buena profesora pero se va algo rápido es importante que no te confíes para sus exámenes porque no son muy fáciles Deja muchos ejercicios tareas y proyectos que al final se suman a tu calificación Es un amorcito pero tienes que poner mucha atención para no perderte en su clase,BUENO,9.0,8.0,ALGEBRA LINEAL,10.0,26/Jul/2016
Es una pofesora muy amable y linda enseña muy claro aunque va algo rápido Lo recomendable en su clase es entregar todas las tareas resumenes series etc que solicite ya que lo único obligatorio son los examenes parciales y quincenales creeme al final lo vas a agradecer OJO no es barco,BUENO,10.0,8.0,Álgebra lineal,9.0,05/Jun/2016
De los mejores profesores de la facultad es sencillo pasar con ella pero te de un buen nivel para lineal donde dicen es mejor su serie son ejercicios de finales pero con lo bien que explica es lo único que necesitas da puntos extras por trabajos y muy accesible en contra esta su impuntualidad y se atrasa un poco Recomendable,BUENO,10.0,10.0,Algebra,9.0,09/Jul/2015
Es una excelente personamuy amable de las pocas clases que se disfrutan contesta todas las preguntas resuelve dudas y aunque reprobaras con ella se adquieren todas las armas para presentar un extraordinario y sacarlo perfectamente porque explica muy bien 100 RECOMENDADA,BUENO,10.0,8.0,Algebra,10.0,15/Sep/2013
es una persona muy humana y exageradamente amable muy recomendable si tienes dudas ella te ayuda o te guia para que encuentres por supuesto muy recomendable,BUENO,9.0,8.0,geometria,9.0,29/Jun/2013
excelente profesora y excelente persona muy linda muy amable,BUENO,10.0,6.0,algebra lineal,10.0,22/Feb/2012
Excelente profesora,BUENO,10.0,10.0,Àlgebra Lineal,10.0,06/Oct/2011
es super buenisima maestra,BUENO,10.0,8.0,algebra,9.0,04/Feb/2011
En general es excelente maestra explica de manera muy clara sin embargo los ejercicios de los examenes los pone con un nivel de dificultad un poco mas alto que los vistos en clase Lo que mas vale es hacer las tareas aunque te diga que son opcionales,BUENO,10.0,8.0,geometria analitica,10.0,07/Jul/2010
"Definitivamente uno de los mejores docentes en la UNAM su amplia y diversa formación académica se ve reflejada en todas y cada una de sus cátedras
Siempre esta dispuesto a apoyar tu proceso de formación y ves temas complementarios de actualidad  y de utilidad
Lo recomiendo ampliamente",BUENO,10.0,10.0,Teoría Social,9.0,28/Feb/2019
Participa y entrega los trabajos diapositivas en power point y estas del otro lado El trabajo final lo requiere breve pero muy conciso ya que lee todos los trabajos,BUENO,10.0,8.0,"LENGUAJE, CULTURA Y PODER",9.0,12/Ago/2022
Es de los mejores profesores que he tenido y es un profecional en la Psicología ya que nos enseña muchas herramientas para aprender y trabajar gracias,BUENO,10.0,10.0,psicologia comunitaria,9.5,25/Abr/2012
La profesora a pesar de que explica las cosas a veces de forma un poco confusa sabe bastante Aprendes con ella si haces las tareas que son MUCHAS Si tienen alguna duda pregúntenle ella esta dispuesta a ayudar y lo hace bien,BUENO,7.0,4.0,Electricidad y Magnetismo,9.0,02/Feb/2022
Es muy mala a menos que te guste trabajar puesto que deja muchisima tarea no explica bien y de repente se vuelve tediosa su clase,REGULAR,4.0,2.0,Electricidad y Magnetismo,8.0,23/Ene/2020
"No la metan es pésima nadie sale con 10 solo 6 7 y 8 pero es porque no explica y deja muchas tareas 
Te pone a exponer y de ahí hace exámenes mejor metan Portilla",MALO,2.0,2.0,Electricidad y magnetismo,7.0,27/Nov/2019
"Sus clases están de flojera califica como maestra de primaria no explica y pone ejercicios de exposiciones de compañeros a los que no se les entiende nada 
Deberían aplicarle una evaluación porque no es apta para ser maestra",MALO,2.0,2.0,Electricidad y magnetismo,8.5,02/Sep/2019
La maestra sí sabe pero todas sus clases ya las trae escritas se basa en su cuaderno Pero todo lo que te enseña lo vas a utilizar toda la carrera en serio Todo lo que vi con ella lo sigo aplicando aún en estructuras discretas La recomiendo mucho es tediosa aburrida deja mucho trabajo,BUENO,7.0,6.0,Álgebra,8.0,27/Sep/2015
Pues la Ing no es mala lo que pasa es que pareec novata o no sabe explicar muy bien Aveces los mismos alumnos la tenemos que estar corrigiendo de unos simples errores Pero bueno hace el esfuerzo por que aprendasDeja muchas tareas muy fáciles por lo regular definiciones ó ejercicios toma en cuenta la asistencia y las tareas es facil pasar con ella y si aprendes pero tambien le tienes que poner de tu parte para cubrir bien el curso Sus examenes son muy faciles viene todo lo que explica,REGULAR,6.0,10.0,algebra,8.0,12/Ene/2011
Las clases las da sin una guía de lo que se verá durante el curso suele tener la palabra durante todo el mismo el trabajo que se desarrolla durante las clases no es muy claro y lo que aportes nunca va a estar bien pero al final califica súper barco sin saber bien qué calificó,MALO,3.0,8.0,Seminario de Estrategia Empresarial,10.0,04/Sep/2023
Un mal profesor ya no debería impartir clase esta en la UNAM porque el sindicato lo protege Tiene el conocimiento pero enseña mal es arrogante te confunde Nada le parece solo lo que el dice esta bien aunque se demuestre lo contrario No recomendable en esta materia,REGULAR,6.0,6.0,Seminario de Estrategia Empresarial,9.0,28/Jul/2022
de los mejores profesores que he tenido  es exigente pero la retribucion que imparte es grande te recomienda libros muy buenos y es accesible,BUENO,9.0,10.0,habilidades directivas,8.0,29/Mar/2022
Acosador es como mejor se le describiría,MALO,2.0,2.0,CONTEXTOS DE ADMINISTRACIÓN,24.0,09/Sep/2021
Sus criterios de evaluación no son claros califica dependiendo de cómo le caigas si le haces la barba te califica bien en general se molesta si le pides retroalimentación y cuando la da hace comentarios muy ambiguos que no suman a la mejora de tus trabajostodo lo que entregues estará mal,MALO,3.0,4.0,Seminario de estrategia empresarial,8.0,24/Jun/2021
Le gusta ser practico a la  hora de redactar ideas sino sabes nada de Marketing no te metas porque da la clase suponiendo que ya  sabes y te puedes perder es muy fácil pasar no te exige que leas pero si no eres autodidacta  para lo que te pide te vas a fustrar,REGULAR,5.0,8.0,Estrategia empresarial,10.0,03/Feb/2021
NUNCA ESTA BIEN LOS TRABAJOS QUE HACES TIENE UN CARÁCTER MUY DURO NO LO RECOMIENDO,MALO,2.0,2.0,ESTRATEGIA EMPRESARIAL,6.0,27/Ago/2020
Mi Tutor de tesis Simplemente excelente,BUENO,10.0,10.0,Habilidades Directivas,9.0,21/Oct/2019
Ha leído mucho hay cosas que enseña que valen la pena pero durante el semestre puedes reirte de lo que no entiendes o desesperarte Las tareas nunca nadie las hace  bien los exámenes tampoco y desde el principio te dice que vas a reprobar  La mayores calificaciones son para quienes participan,REGULAR,5.0,4.0,Habilidades directivas,9.0,27/Jul/2016
Excelente estricto pero justo me encantó su materia en la maestría  lo recomiendo ampliamente como asesor,BUENO,7.0,2.0,Sistemas,10.0,23/Ene/2015
Es uno delos maestros que dejan huella en ti por bueno o por malo según decidas pero le debo mi titulo de MAO y como persona es excelente lo recomiendo te va a servir no solo para la materia sino para tu vida personal y profesional lo califico con 95,BUENO,10.0,6.0,habilidades directivas,9.5,09/Ago/2014
Fue la mejor materia que tuve en el semestre Si es algo raro pero esa rareza lo hace especial y para mi fue aprender cosas para la vida Puede ser que de pronto sientas que no aprendes mucho pero sus momentos de lucidez son lo que vale la pena y depende de ti tambien,BUENO,8.0,4.0,Seminario de desarrollo de habilidades directivas,10.0,15/Ene/2014
No se les ocurra inscribirse con este profesor además de exigir mucho tiempo nunca revisa lo solicitado y todas tus tareas siempre están mal hechas busca otro profesor con el que aprenderás más y tendrás mejor calificación,MALO,2.0,2.0,Habilidades Directivas,8.0,07/Ene/2014
Repite siempre lo mismo da los mismos ejemplos cada clase Para él todos son mediocres y no saben leer ni aprovechar lo mucho que sabe,MALO,2.0,2.0,Habilidades Directivas,3.5,04/Dic/2013
Excelente mAESTRO CON EL APRENDÍ REALMENTE LO QUE ES LA ADMINISTRACIÓN Y COMO APLICARLA CORRECTAMENTE EN LAS EMPRESAS yO LO TUVE EN UPIICSA 3 AÑOS,BUENO,10.0,2.0,ADMINISTRACIÓN,9.0,26/Nov/2013
Es un profesor distinto el que más recuerdo de la universidad Sólo necesitas ser creativo y práctico,BUENO,7.0,8.0,Dirección estratética,8.0,21/Ago/2013
Es un lunático ignoro por qué la Maestría en organizaciones tiene a este profesor no inspira ni enseña su temario y sus explicacaciones están fuera de tema y de la realidad,MALO,2.0,2.0,Desarrollo de habilidades gerenciales,2.0,27/Ago/2012
El mejor profesor que he tenido,BUENO,10.0,6.0,MAF,9.0,20/Ene/2023
Muy buen profesor,BUENO,10.0,10.0,Analisis Complejo,10.0,20/Ene/2022
Resulta un tipo muy agradable y dispuesto a ayudarte sí lo solicitas no obstante carece de aquella habilidad docente para llamar la atención del púiblico,REGULAR,6.0,8.0,EDA,7.0,24/Feb/2018
Es un amor 333,REGULAR,6.0,4.0,Estructura de datos y algoritmos I,4.5,16/Feb/2017
El mejor maestro que he tenido,BUENO,10.0,10.0,Latín,9.0,11/Sep/2023
Nunca asiste a clases se saca calificaciones de la manga,MALO,2.0,2.0,Latín,24.0,24/Jul/2022
Tuvo la facilidad de estudiar en Heidelberg y otras Universidades lo cual le dio Método para aprender y enseñar con mayor claridad y eficacia Es muy crítico pero siempre ayuda,BUENO,9.0,6.0,Griego antiguo,9.0,03/Sep/2012
No lo haga compa,BUENO,7.0,2.0,Programación Orientada a Objetos,8.0,16/Ene/2019
Su trabajo sí es de los que te pone a pensar y a sufrir un poco a final de semestre pero la verdad es que es una clase en la que repetiría si diera en los siguientes semestres Es empático y se muestra con interés por los temas y las impresiones que propone el grupo,BUENO,10.0,6.0,Teorías y análisis del discurso,9.0,06/Ago/2021
Los tuve en primer y segundo semestre El segundo semestre fue en línea y sí se entendía es teoría pero la hace interesante,BUENO,10.0,6.0,Teorías y análisis del discurso,9.0,14/Sep/2020
lo recomiendan con amplia experiencia en materia penal civil y mercantil,BUENO,10.0,10.0,derecho,10.0,15/Abr/2021
El profe es de lo mas amable  respetuoso que la fi tiene  siempre dispuesto a motivarte y que aprendas si bien ya esta algo grande de edad por eso no se escucha tanto  pero el profesor es de lo mejor  no duden en meterlo  evalua decente y facil,BUENO,10.0,10.0,Ingenieria de Software,10.0,19/Ago/2023
El profe ya está grande y se la pasa leyendo su presentación por lo que te duermes eso si caba las clases temprano Haz los quizzes avanzale al proyecto luego ya ni sabes qué onda y procura llevar tu lap el día del examen Nadie sacó 10 pero un 8 o 9 te llevas,REGULAR,6.0,10.0,Ingeniera de Software,8.0,17/Ago/2023
Este señor deberia dar mas materias hay muchas materias para compu que son inutiles actualmente y lo mejor es barquearlas para aprender por tu cuenta para tu futura vida laboral este maestro hace eso posible te libera tiempo y te ayuda en el avance No esperes aprender algo solo es para pasar,BUENO,10.0,10.0,Ingeniería del software,8.0,21/Jul/2023
Si quieres aprender EDA 1 no es la opción hay nulo aprendizaje es buena persona y se ve que sabe pero no lo sabe transmitir de manera interesante y clara si quieres pasar es opción si quieres aprender no,REGULAR,5.0,10.0,EDA 1,9.0,24/Jun/2023
Titanic sus clases son súper relajadas y el profe sabe muchas cosas interesantes tqm Adán,BUENO,10.0,10.0,EDA I,10.0,06/Feb/2023
Ah mí viejito hermoso que sea eterno esta es la opción si te urge pasar cualquier materia que da Su clase es para que entres a relajarte leer dibujar dormir No te confíes asiste a todas las clases y rifate los exámenes el de lab y el teórico esos son tu calificación no revisa prácticas,REGULAR,6.0,10.0,EDA I,7.0,30/Ene/2023
El profe si sabe de la materia pero muchos ya lo agarraron de barco sin embargo sabe mucho y te va a responder la duda que sea lo unico malo de su clase es que te gana el sueño xd Es facil paasar con el,BUENO,10.0,10.0,POO,9.0,18/Ene/2023
De hu3v4 la clase neta no es mentira No vas a aprender nada pero como hay pocos profes ps lo cursé No me gustó su clase para nada tampoco lleva reciclando sus prácticas desde hace 7 años y a nosotros nos regaña por investigar por aparte en internet,REGULAR,4.0,8.0,POO,8.0,15/Ene/2023
